,youtuber,subscribers,name,upload_date,hits,likes_num,dislikes_num,days_after_upload,youtuber_id,clean_name,clean_name_noun
1844,만개의레시피 10K Recipe ,356000000,다이어트 한다고 맛까지 포긴말아줘 ★ 단호박스프 [만개의레시피],-328 days +07:27:27.484473000,2358,4800,0,328,3,다이어트 하다 맛 까지 포 기다 단호박 스프,"['다이어트', '맛', '포', '기', '단호박', '스프']"
1845,만개의레시피 10K Recipe ,356000000,🔥아삭아삭 ★ 상콤상콤 ★ 뚝딱 가능 오이무침 시리즈🔥 [만개의레시피,-328 days +07:27:27.484473000,1822,4800,2,328,3,아삭아삭 상콤 상 콤 뚝딱 가능 오이 무치다 시리즈,"['상콤', '상', '콤', '뚝딱', '가능', '오이', '무치', '시리즈']"
1846,만개의레시피 10K Recipe ,356000000,🔥탱글탱글 밥도둑 간장 폭팔 달걀장조림 시리즈 🔥 [만개의레시피],-328 days +07:27:27.484473000,4229,8000,0,328,3,탱글탱글 밥 도둑 간장 폭팔 달걀 장조림 시리즈,"['밥', '도둑', '간장', '폭팔', '달걀', '장조림', '시리즈']"
1847,만개의레시피 10K Recipe ,356000000,보면 볼수록 빠져든다 ★ 에어프라이어 구운치킨 air-fry fried chicken★ [만개의레시피],-328 days +07:27:27.484473000,14476,13400,0,328,3,보다 보다 빠져들다 에어 프라이어 구 운 치킨 airfry fried chicken,"['에어', '프라이어', '구', '운', '치킨']"
1848,만개의레시피 10K Recipe ,356000000,고소오한 크림에 명란젓이 떡하니 ★ 명란크림피자 [만개의레시피],-328 days +07:27:27.484473000,1532,3300,0,328,3,고소 오한 크림 명란젓 떡하니 명란 크림 피자,"['고소', '오한', '크림', '명란젓', '명란', '크림', '피자']"
1849,만개의레시피 10K Recipe ,356000000,TV요리) 알베르게 최애의 스탭밀 차승원의 달걀떡라면 ★ [만개의레시피],-329 days +07:27:27.483472000,17877,11100,2,329,3,요리 알베르 게 최애 스탭밀 차승원 달걀 떡 라면,"['요리', '알베르', '게', '최애', '스탭밀', '차승원', '달걀', '떡', '라면']"
1850,만개의레시피 10K Recipe ,356000000,느타리버섯과 들깨가루의 만남 ★ 느타리버섯나물 [만개의레시피],-329 days +07:27:27.483472000,1083,2500,0,329,3,느타리버섯 들깨 가루 만남 느타리버섯 나물,"['느타리버섯', '들깨', '가루', '만남', '느타리버섯', '나물']"
1851,만개의레시피 10K Recipe ,356000000,🔥스트레스를 날릴 매운요리 10가지 찰칵레시피🔥 [만개의레시피],-329 days +07:27:27.483472000,6140,9400,1,329,3,스트레스 날리다 맵다 요리 가지 찰칵,"['스트레스', '요리', '가지']"
1852,만개의레시피 10K Recipe ,356000000,🔥세상 간단하게 뚝딱 ★ 달걀덮밥 시리즈 🔥 [만개의레시피],-329 days +07:27:27.483472000,6131,15600,1,329,3,세상 간단하다 뚝딱 달걀 덮다 밥 시리즈,"['세상', '뚝딱', '달걀', '덮다', '밥', '시리즈']"
1853,만개의레시피 10K Recipe ,356000000,너도 어벤저스지??? 스파이더맨고추장참치볶음밥 ★ [만개의레시피],-329 days +07:27:27.483472000,1301,3800,0,329,3,너 어벤저스 지 스파이더맨 고추장 참치 볶음밥,"['너', '어벤저스', '스파이더맨', '고추장', '참치', '볶음밥']"
1854,만개의레시피 10K Recipe ,356000000,TV요리) 칼국수냐 수제비냐? 고민말고 둘다 먹어봣 ★ 차승원의 칼제비 [만개의레시피],-329 days +07:27:27.483472000,2140,3300,0,329,3,요리 칼국수 냐 수제비 냐 고민 말고 두다 먹어봣 차승원 칼제비,"['요리', '칼국수', '수제비', '고민', '먹어봣', '차승원', '칼제비']"
1855,만개의레시피 10K Recipe ,356000000,끓일 필요없이 육즙 팡팡 터지는★ 큐브 스테이크동 [만개의레시피],-330 days +07:27:27.483472000,1986,3900,3,330,3,끓이다 필요없다 육즙 팡팡 터지다 큐브 스테이크 동,"['육즙', '큐브', '스테이크']"
1856,만개의레시피 10K Recipe ,356000000,거칠게 다져 튀김기름 에 따악 ! 새우 핫도그 ★ [만개의레시피],-330 days +07:27:27.483472000,1694,4800,0,330,3,거치다 다지다 튀김 기름 따다 새우 핫도그,"['거치', '다지', '튀김', '기름', '새우', '핫도그']"
1857,만개의레시피 10K Recipe ,356000000,마요네즈가 이렇게 만들어 지다니 ★ 홈메이드 마요네즈 ★ [만개의레시피],-330 days +07:27:27.483472000,1855,4400,1,330,3,마요네즈 만들다 지다 니 홈 메이드 마요네즈,"['마요네즈', '지다', '니', '홈', '메이드', '마요네즈']"
1858,만개의레시피 10K Recipe ,356000000,🔥포슬포슬 감자로 만든 감자 요리 15가지🔥 [만개의레시피],-330 days +07:27:27.483472000,192919,240000,75,330,3,포슬포슬 감자 만들다 감자 요리 가지,"['감자', '감자', '요리', '가지']"
1859,만개의레시피 10K Recipe ,356000000,🔥피를 맑게 해주는! 해조류 요리 15가지🔥 [만개의레시피],-330 days +07:27:27.483472000,8962,16300,5,330,3,피 맑다 해주다 해조류 요리 가지,"['피', '해조류', '요리', '가지']"
1860,만개의레시피 10K Recipe ,356000000,살이 통통하게 올라 탱글탱글 바지락볶음 ★ [만개의레시피],-330 days +07:27:27.483472000,1295,3500,0,330,3,살이 통통하다 오르다 탱글탱글 바지락 볶음,"['살이', '오르다', '바지락', '볶음']"
1861,만개의레시피 10K Recipe ,356000000,집가는길 해먹을꺼야 꼭  (ง •̀_•́)ง 치즈마늘빵 [만개의레시피],-330 days +07:27:27.483472000,5582,5500,0,330,3,지다 해먹 끄다 꼭 치즈 마늘빵,"['지다', '해먹', '꼭', '치즈', '마늘빵']"
1862,만개의레시피 10K Recipe ,356000000,매콤매콤 소시지를 듬뿜 볶아봣 ★ 부대볶음 [만개의레시피],-331 days +07:27:27.483472000,3665,5600,1,331,3,매콤 매콤 소시지 듬뿜 볶아봣 부대 볶음,"['매콤', '매콤', '소시지', '듬뿜', '볶아봣', '부대', '볶음']"
1863,만개의레시피 10K Recipe ,356000000,데리야끼소스 어디서 사더라??? 데리야끼소스 조리법 [만개의레시피],-331 days +07:27:27.483472000,12673,9800,3,331,3,데리야끼 소스 어디서 사다 데리야끼 소스 조리법,"['데리야끼', '소스', '데리야끼', '소스', '조리법']"
1864,만개의레시피 10K Recipe ,356000000,🔥여럿이 먹으면 더 맛있는 손님초대요리15가지 2탄🔥 [만개의레시피],-331 days +07:27:27.483472000,86823,87000,32,331,3,여럿 먹다 더 맛있다 손님 초대 요리 가지 타다,"['여럿', '더', '손님', '초대', '요리', '가지']"
1865,만개의레시피 10K Recipe ,356000000,🔥잘~말아죠~♬ 다양한 김밥 레시피 15가지 2탄🔥 [만개의레시피],-331 days +07:27:27.483472000,44730,55000,19,331,3,자다 ♬ 다양하다 김밥 가지 타다,"['김밥', '가지']"
1866,만개의레시피 10K Recipe ,356000000,볶으면 볶을수록 쫄깃 쫄깃 매콤느타리버섯볶음 [만개의레시피],-331 days +07:27:27.483472000,1449,2900,0,331,3,볶다 볶다 쫄깃 쫄깃 매콤 느타리버섯 볶음,"['쫄깃', '쫄깃', '매콤', '느타리버섯', '볶음']"
1867,만개의레시피 10K Recipe ,356000000,한층한층 사이사이 크림치즈크림이 똬아악 ★ 레드벨벳크레이프케이크 [만개의레시피],-331 days +07:27:27.483472000,1909,3900,0,331,3,한층 한층 사이사이 크림 치즈 크림 똬 아악 레드 벨벳 크레이프 케이크,"['한층', '한층', '사이사이', '크림', '치즈', '크림', '똬', '아악', '레드', '벨벳', '크레이프', '케이크']"
1868,만개의레시피 10K Recipe ,356000000,구멍슝슝 ★ 아삭아삭 식감쵝오 연근전 [만개의레시피],-332 days +07:27:27.482471000,1157,2700,0,332,3,구멍 슝슝 아삭아삭 식감쵝오 연 근 전,"['구멍', '슝슝', '식감쵝오', '연', '전']"
1869,만개의레시피 10K Recipe ,356000000,집에 갑자기 돈가스소스가 없을땐 어떻게 ★ 돈가스소스 조리법 [만개의레시피],-332 days +07:27:27.482471000,2701,5400,1,332,3,집 갑자기 돈가스 소스 없다 땐 어떻다 돈가스 소스 조리법,"['집', '갑자기', '돈가스', '소스', '땐', '돈가스', '소스', '조리법']"
1870,만개의레시피 10K Recipe ,356000000,🔥간단하게 만들어먹는 면요리 15가지🔥 [만개의레시피],-332 days +07:27:27.482471000,23514,31100,9,332,3,간단하다 만들다 먹다 면 요리 가지,"['면', '요리', '가지']"
1871,만개의레시피 10K Recipe ,356000000,🔥빠르고 든든한 한끼! 토스트 레시피 15가지🔥 [만개의레시피],-332 days +07:27:27.482471000,236303,380000,69,332,3,빠르다 든든하다 한 끼 토스트 가지,"['끼', '토스트', '가지']"
1872,만개의레시피 10K Recipe ,356000000,엄청 달달해 ★ 맥도냘듀 콘파이 ★ 빰쳐 ★ [만개의레시피],-332 days +07:27:27.482471000,1961,4900,0,332,3,엄청 달달 하다 맥도냘듀 콘 파이 빰쳐,"['달달', '맥도냘듀', '콘', '파이', '빰쳐']"
1873,만개의레시피 10K Recipe ,356000000,면추가 가능합니다요 ★ 나가사키짬뽕 ★ [만개의레시피],-332 days +07:27:27.482471000,6472,8300,5,332,3,면 추가 가능하다 나가사키 짬뽕,"['면', '추가', '나가사키', '짬뽕']"
1874,만개의레시피 10K Recipe ,356000000,치즈폭탄 느끼실려유 ??? 크로크마담 ★ [만개의레시피],-333 days +07:27:27.482471000,2315,5500,1,333,3,치즈 폭탄 느끼다 유 크로크마담,"['치즈', '폭탄', '유', '크로크마담']"
1875,만개의레시피 10K Recipe ,356000000,아침식사로 굳굳굳 견과류 폭탄 그래놀라 ★ [만개의레시피],-333 days +07:27:27.482471000,1360,2400,0,333,3,아침식사 굳다 굳다 굳다 견과류 폭탄 그렇다 놀라다,"['아침식사', '견과류', '폭탄']"
1876,만개의레시피 10K Recipe ,356000000,🔥주량초과는 안봐도 비디오! 돼지고기 요리 15가지🔥 [만개의레시피],-333 days +07:27:27.482471000,34189,50300,8,333,3,주량 초과 안 보다 비디오 돼지고기 요리 가지,"['주량', '초과', '안', '비디오', '돼지고기', '요리', '가지']"
1877,만개의레시피 10K Recipe ,356000000,🔥탱글탱글 오동통통 면발이 끝내주는 우동 레시피 15가지🔥 [만개의레시피],-333 days +07:27:27.482471000,31838,45800,12,333,3,탱글탱글 오 동 통통 면발 끝내주다 우동 가지,"['오', '통통', '면발', '우동', '가지']"
1878,만개의레시피 10K Recipe ,356000000,매운거 못먹어도 이건 가능해 ★ 콘마요불닭정식 [만개의레시피],-333 days +07:27:27.482471000,3008,8000,0,333,3,맵다 못 먹다 이건 가능하다 콘마 요 불닭 정식,"['못', '이건', '콘마', '요', '불닭', '정식']"
1879,만개의레시피 10K Recipe ,356000000,TV요리)넘나 시원한  차승원의 시금치된장국 ★ [만개의레시피],-333 days +07:27:27.482471000,5843,5300,2,333,3,요리 넘다 시원하다 차승원 시금치 된장국,"['요리', '차승원', '시금치', '된장국']"
1880,만개의레시피 10K Recipe ,356000000,쫀쫀한 맛이 일품 ★ 에어프라이어 굳굳굳 고구마말랭이Sweet Potato Marin ★ [만개의레시피],-334 days +07:27:27.482471000,25604,28600,3,334,3,쫀쫀 한 맛 일품 에어 프라이어 굳다 굳다 굳다 고구마 말랭이 Sweet Potato Marin,"['쫀쫀', '맛', '일품', '에어', '프라이어', '고구마', '말랭이']"
1881,만개의레시피 10K Recipe ,356000000,TV요리) 입맛 없는 날엔 ? 차승원의 오이무침 ★ [만개의레시피],-334 days +07:27:27.482471000,2389,4400,1,334,3,요리 입맛 없다 날 엔 차승원 오이 무치다,"['요리', '입맛', '날', '차승원', '오이', '무치']"
1882,만개의레시피 10K Recipe ,356000000,🔥고구마 그것 참 맛있구마 고구마레시피 15가지 2탄🔥 [만개의레시피],-334 days +07:27:27.482471000,51777,54000,21,334,3,고구마 그것 차다 맛있다 고구마 가지 타다,"['고구마', '그것', '고구마', '가지']"
1883,만개의레시피 10K Recipe ,356000000,🔥소고기 덕후라면 클릭! 소고기로 만든 요리 15가지🔥 [만개의레시피],-334 days +07:27:27.482471000,24741,28300,9,334,3,소고기 덕후 라면 클릭 소고기 만들다 요리 가지,"['소고기', '덕후', '라면', '클릭', '소고기', '요리', '가지']"
1884,만개의레시피 10K Recipe ,356000000,TV요리) 칼칼한 맛이 일품 ★ 차승원의 김치국 [만개의레시피],-334 days +07:27:27.482471000,2603,3300,1,334,3,요리 칼칼하다 맛 일품 차승원 김치 국,"['요리', '맛', '일품', '차승원', '김치', '국']"
1885,만개의레시피 10K Recipe ,356000000,TV요리) 아진짜 외국인이 홀릭하겠네 ★ 차승원의 소불고기덮밥 [만개의레시피],-334 days +07:27:27.482471000,2593,4400,0,334,3,요리 아 진짜 외국인 홀릭 하다 차승원 소 불고기 덮다 밥,"['요리', '진짜', '외국인', '홀릭', '차승원', '소', '불고기', '덮다', '밥']"
1886,만개의레시피 10K Recipe ,356000000,만화속에서 툭하고 튀어나온줄 ★ 심슨도넛 [만개의레시피],-335 days +07:27:27.482471000,7703,6200,3,335,3,만화 속 툭 하고 튀어나오다 심슨 도넛,"['만화', '속', '툭', '심슨', '도넛']"
1887,만개의레시피 10K Recipe ,356000000,만들기 쉬운 무스비로 귀엽게 토토로무스비 ★ [만개의레시피],-335 days +07:27:27.481471000,1964,5900,1,335,3,만들기 쉽다 무스 비 귀엽다 토토 무스 비,"['만들기', '무스', '비', '토토', '무스', '비']"
1888,만개의레시피 10K Recipe ,356000000,🔥끝이없는 파스타의 향연 ! 파스타레시피 3탄 13가지🔥[만개의레시피],-335 days +07:27:27.481471000,3596,8500,0,335,3,끝 없다 파스타 향연 파스타 타다 가지,"['끝', '파스타', '향연', '파스타', '가지']"
1889,만개의레시피 10K Recipe ,356000000,🔥고칼할래 저칼할래 극단적 칼로리레시피 15가지🔥 [만개의레시피],-335 days +07:27:27.481471000,6096,9400,0,335,3,고 칼 하다 저 칼 하다 극단 적 칼로리 가지,"['고', '칼', '저', '칼', '극단', '적', '칼로리', '가지']"
1890,만개의레시피 10K Recipe ,356000000,내일 뭐먹지 고민하지말고 베이컨감자볶음 ★ [만개의레시피],-335 days +07:27:27.481471000,3021,6900,1,335,3,내일 뭐 먹다 고민 하다 베이컨 감자 볶음,"['내일', '뭐', '고민', '베이컨', '감자', '볶음']"
1891,만개의레시피 10K Recipe ,356000000,TV요리) 막걸리 한사발이 생각 날땐? 차승원의 김치전 ★ [만개의레시피],-335 days +07:27:27.481471000,3815,5500,2,335,3,요리 막걸리 한 사발 생각 날땐 차승원 김치전,"['요리', '막걸리', '사발', '생각', '날땐', '차승원', '김치전']"
1892,만개의레시피 10K Recipe ,356000000,비타민이 듬뿍 ★ 브로콜리초고추장무침 [만개의레시피],-336 days +07:27:27.481471000,968,2900,0,336,3,비타민 듬뿍 브로콜리 초고추장 무치다,"['비타민', '듬뿍', '브로콜리', '초고추장', '무치']"
1893,만개의레시피 10K Recipe ,356000000,쌀가루로 만들어 아이간식으로 굳굳굳 ★ 꿀땅콩스낵 [만개의레시피],-336 days +07:27:27.481471000,2052,4400,3,336,3,쌀 가루 만들다 아이 간식 굳다 굳다 굳다 꿀 땅콩 스낵,"['쌀', '가루', '아이', '간식', '꿀', '땅콩', '스낵']"
1894,만개의레시피 10K Recipe ,356000000,🔥토마토 넌 어디까지 해봣니  토마토레시피 2탄 15가지🔥 [만개의레시피],-336 days +07:27:27.481471000,7273,11800,2,336,3,토마토 넌 어디 까지 해봣 니 토마토 타다 가지,"['토마토', '넌', '어디', '해봣', '니', '토마토', '가지']"
1895,만개의레시피 10K Recipe ,356000000,🔥누구나 뽀빠이 될수있는 시금치레시피 12가지🔥 [만개의레시피],-336 days +07:27:27.481471000,7257,11800,3,336,3,누구 나 뽀빠이 되다 시금치 가지,"['누구', '나', '뽀빠이', '시금치', '가지']"
1896,만개의레시피 10K Recipe ,356000000,뚝뚝 끊어 먹는 먹는 게 재밋어 ★ 고구마스틱 [만개의레시피],-336 days +07:27:27.481471000,7606,9900,0,336,3,뚝뚝 끊다 먹다 먹다 게 재밋어 고구마 스틱,"['뚝뚝', '게', '재밋어', '고구마', '스틱']"
1897,만개의레시피 10K Recipe ,356000000,속까지 시원한 조개국 ★ [만개의레시피],-336 days +07:27:27.481471000,3305,4900,0,336,3,속 까지 시원하다 조 개국,"['속', '조', '개국']"
1898,만개의레시피 10K Recipe ,356000000,고소한 크림에 명란젓이 턱하니 ★ 명란크림우동 [만개의레시피],-337 days +07:27:27.481471000,3908,4700,0,337,3,고소하다 크림 명란젓 턱 하다 명란 크림 우동,"['크림', '명란젓', '턱', '명란', '크림', '우동']"
1899,만개의레시피 10K Recipe ,356000000,다이어트 한끼로 캐꿀 ★ 바나나요거트볼 [만개의레시피],-337 days +07:27:27.481471000,2632,4400,0,337,3,다이어트 한 끼 캐꿀 바나나 요거트 볼,"['다이어트', '끼', '캐꿀', '바나나', '요거트', '볼']"
1900,만개의레시피 10K Recipe ,356000000,🔥새우에 한번빠지면 헤어나올 수 없지! 새우레시피 3탄 13가지🔥 [만개의레시피],-337 days +07:27:27.481471000,1956,3800,0,337,3,새우 한번 빠지다 헤어 나오다 수 없다 새우 타다 가지,"['새우', '한번', '헤어', '수', '새우', '가지']"
1901,만개의레시피 10K Recipe ,356000000,🔥이런피자 들어나 봤나  이색피자 2탄 피자레시피 15가지🔥 [만개의레시피],-337 days +07:27:27.480469000,3811,7800,0,337,3,이런 피자 들다 보다 이색 피자 타다 피자 가지,"['피자', '이색', '피자', '피자', '가지']"
1902,만개의레시피 10K Recipe ,356000000,반찬 뭐할지 고민 말고 자꾸 손이가는 건새우견과볶음 ★ [만개의레시피],-337 days +07:27:27.480469000,576,1900,0,337,3,반찬 뭐 하다 고민 말고 자꾸 손 가다 건 새우 견과 볶음,"['반찬', '뭐', '고민', '자꾸', '손', '건', '새우', '견과', '볶음']"
1903,만개의레시피 10K Recipe ,356000000,TV요리) 한입에 고기 완자가 들어온다 ★ 차승원의 동그랑땡 ★ [만개의레시피],-337 days +07:27:27.480469000,1731,3400,0,337,3,요리 한 입 고기 완자 들어오다 차승원 동그랑땡,"['요리', '입', '고기', '완자', '차승원', '동그랑땡']"
1904,만개의레시피 10K Recipe ,356000000,포크로 콕콕 찍어 먹는 콥샐러드와 렌치드레싱 ★ [만개의레시피],-338 days +07:27:27.480469000,4286,7100,0,338,3,포크 콕콕 찍다 먹다 콥 샐러드 렌치 드레싱,"['포크', '콥', '샐러드', '렌치', '드레싱']"
1905,만개의레시피 10K Recipe ,356000000,이거 먹고 자유시간 이라고 생각해 ★ [만개의레시피],-338 days +07:27:27.480469000,3414,4300,0,338,3,거 먹다 자유시간 이라고 생각 하다,"['거', '자유시간', '생각']"
1906,만개의레시피 10K Recipe ,356000000,🔥거울아 거울아 누가 제일 맛있니 사과레시피 15가지🔥 [만개의레시피],-338 days +07:27:27.480469000,12473,18500,1,338,3,거울 아 거울 아 누가 제일 맛있다 사과 가지,"['거울', '거울', '누가', '제일', '사과', '가지']"
1907,만개의레시피 10K Recipe ,356000000,🔥견과류에 아몬드가 빠지면 섭하지! 아몬드레시피 14가지🔥 [만개의레시피],-338 days +07:27:27.480469000,1650,2700,1,338,3,견과류 아몬드 빠지다 섭하다 아몬드 가지,"['견과류', '아몬드', '아몬드', '가지']"
1908,만개의레시피 10K Recipe ,356000000,에어프라이어 넌 어디까지 할꺼니 ??? 데리야끼치킨덮밥Teriyaki chicken rice ★ [만개의레시피],-338 days +07:27:27.480469000,3264,6900,0,338,3,에어 프라이어 넌 어디 까지 하다 데리야끼 치킨 덮다 밥 Teriyaki chicken rice,"['에어', '프라이어', '넌', '어디', '데리야끼', '치킨', '덮다', '밥']"
1909,만개의레시피 10K Recipe ,356000000,반찬으로 먹으려다가 안주도 되겠는걸 ??? 소고기숙주볶음 ★ [만개의레시피],-338 days +07:27:27.480469000,3593,7600,0,338,3,반찬 먹다 안주 되다 소고기 숙주 볶음,"['반찬', '안주', '소고기', '숙주', '볶음']"
1910,만개의레시피 10K Recipe ,356000000,음료에 바다를 담았나봐 ★ 바다소다 [만개의레시피],-339 days +07:27:27.480469000,5775,18600,1,339,3,음료 바다 담다 보다 바다소,"['음료', '바다', '바다소']"
1911,만개의레시피 10K Recipe ,356000000,탱글탱글 굴 못 먹는 사람도 먹게 되는 굴전 ★ [만개의레시피],-339 days +07:27:27.480469000,1399,2200,0,339,3,탱글탱글 굴 못 먹다 사람 먹다 되다 굳다,"['굴', '못', '사람']"
1912,만개의레시피 10K Recipe ,356000000,🔥당신이 알고 있는 모든 귤맛! 귤요리 베스트13🔥 [만개의레시피],-339 days +07:27:27.480469000,9981,12800,2,339,3,당신 알 고 있다 모든 귤맛 귤 요리 베스트,"['당신', '알', '고', '모든', '귤맛', '귤', '요리', '베스트']"
1913,만개의레시피 10K Recipe ,356000000,🔥카레는 덮밥이라는 편견은 버려 카레레시피 15가지🔥 [만개의레시피],-339 days +07:27:27.480469000,19724,21500,4,339,3,카레 덮다 밥 이라는 편견 버리다 카레 가지,"['카레', '덮다', '밥', '편견', '카레', '가지']"
1914,만개의레시피 10K Recipe ,356000000,나물반찬 어렵다고 생각마세요 ★ 무나물 [만개의레시피],-339 days +07:27:27.480469000,1660,4200,0,339,3,나물 반찬 어렵다 생각 말다 무 나물,"['나물', '반찬', '생각', '무', '나물']"
1915,만개의레시피 10K Recipe ,356000000,이젠 이자카야 가지말쟈규 ★ 쯔꾸네 [만개의레시피],-339 days +07:27:27.479470000,4416,5600,1,339,3,젠 이자카야 가다 쟈규 쯔꾸 네,"['젠', '이자카야', '쟈규', '쯔꾸', '네']"
1916,만개의레시피 10K Recipe ,356000000,[해양수산부 이달의 수산물 5월] 가자미로 반세오까지 ?? ★ 가자미반쎄오[만개의레시피],-339 days +07:27:27.479470000,561,800,0,339,3,해양수산부 달 수산물 월 가자미 반 세 오 까지 가자미 반 쎄다,"['해양수산부', '달', '수산물', '월', '가자미', '반', '세', '오', '가자미', '반']"
1917,만개의레시피 10K Recipe ,356000000,[해양수산부 이달의 수산물 5월] 담백한맛의 일품 ★ 바지락바질카나페 [만개의레시피],-339 days +07:27:27.479470000,391,1100,0,339,3,해양수산부 달 수산물 월 담백하다 맛 일품 바지락 바질 카나페,"['해양수산부', '달', '수산물', '월', '맛', '일품', '바지락', '바질', '카나페']"
1918,만개의레시피 10K Recipe ,356000000,아삭아삭한 식감의 최고봉 ★ 미나리숙주무침 [만개의레시피],-340 days +07:27:27.479470000,1092,2300,0,340,3,아삭아삭 한 식감 최고봉 미나리 숙주 무치다,"['식감', '최고봉', '미나리', '숙주', '무치']"
1919,만개의레시피 10K Recipe ,356000000,냉동만두의 대변신 ★ 냉동만두 조리법 [만개의레시피],-340 days +07:27:27.479470000,4082,6200,1,340,3,냉동 만두 대 변신 냉동 만두 조리법,"['냉동', '만두', '변신', '냉동', '만두', '조리법']"
1920,만개의레시피 10K Recipe ,356000000,🔥몸과 피부까지 한몸에★ 피부&변비에 좋은 메뉴 모음 13가지🔥 [만개의레시피],-340 days +07:27:27.479470000,4841,11800,2,340,3,몸 피부 까지 한 몸 피부 변비 좋다 메뉴 모음 가지,"['몸', '피부', '몸', '피부', '변비', '메뉴', '모음', '가지']"
1921,만개의레시피 10K Recipe ,356000000,🔥돌돌말아 굽던지! 찌던지! 말아하는 요리 15가지🔥 [만개의레시피],-340 days +07:27:27.479470000,17061,27100,6,340,3,돌돌 말 아 굽다 찌다 말다 요리 가지,"['말', '찌', '요리', '가지']"
1922,만개의레시피 10K Recipe ,356000000,가지를 가볍게 볶아 밥반찬으로 뚝딱 ★ 가지볶음 [만개의레시피],-340 days +07:27:27.479470000,3512,6300,0,340,3,가지 가볍다 볶다 밥 반찬 뚝딱 가지 볶음,"['가지', '밥', '반찬', '뚝딱', '가지', '볶음']"
1923,만개의레시피 10K Recipe ,356000000,TV요리) 아 보기만해도 얼큰해 ★ 차승원의 짬뽕 [만개의레시피],-340 days +07:27:27.479470000,4353,8500,3,340,3,요리 아 보기 만해 얼큰하다 차승원 짬뽕,"['요리', '보기', '만해', '차승원', '짬뽕']"
1924,만개의레시피 10K Recipe ,356000000,만개의 바로바로 퀴즈쇼! :: 만바퀴,-340 days +07:27:27.479470000,843,600,0,340,3,바로바로 퀴즈쇼 바퀴,"['퀴즈쇼', '바퀴']"
1925,만개의레시피 10K Recipe ,356000000,밀푀유나베 아직도 안만들어본 사람? 여기 초간단 밀키트가 50% 할인하는 행사가 있다!,-341 days +07:27:27.479470000,707,1200,1,341,3,밀푀유 나 베 아직도 안 만들다 보다 사람 여기 초 간단 밀 키트 할인 하다 행사 있다,"['밀푀유', '나', '베', '안', '사람', '여기', '초', '간단', '밀', '키트', '할인', '행사']"
1926,만개의레시피 10K Recipe ,356000000,밥도그가 핫도그인줄 알았지??? 밥도그 ☆ [만개의레시피],-341 days +07:27:27.479470000,52448,6800,3,341,3,밥 그 핫도그 인 줄 알다 밥 그,"['밥', '그', '핫도그', '인', '줄', '알다', '밥', '그']"
1927,만개의레시피 10K Recipe ,356000000,TV요리) 차승원이 뚝딱 김치를 해내던 스페인하숙 깍두기 ★ [만개의레시피],-341 days +07:27:27.479470000,2036,4000,0,341,3,요리 차승원 뚝딱 김치 해내다 스페인 하숙 깍두기,"['요리', '차승원', '뚝딱', '김치', '스페인', '하숙', '깍두기']"
1928,만개의레시피 10K Recipe ,356000000,🔥따끈한 밥에 스팸 한조각 스팸레시피 15가지🔥 [만개의레시피],-341 days +07:27:27.479470000,317202,290000,83,341,3,따끈하다 밥 스팸 한 조각 스팸 가지,"['밥', '스팸', '조각', '스팸', '가지']"
1929,만개의레시피 10K Recipe ,356000000,🔥영양만점 ! 맛도 만점 고구마레시피 15가지 1탄🔥 [만개의레시피],-341 days +07:27:27.479470000,2011,6600,1,341,3,영양 만점 맛 만점 고구마 가지 타다,"['영양', '만점', '맛', '만점', '고구마', '가지']"
1930,만개의레시피 10K Recipe ,356000000,영양듬뿜 토마토 뿜뿜 ★ 달걀 뿜뿜 ★ 토마토에그슬럿 [만개의레시피],-341 days +07:27:27.479470000,1637,3400,1,341,3,영양 듬뿜 토마토 뿜뿜 달걀 뿜뿜 토마토 그 슬럿,"['영양', '듬뿜', '토마토', '뿜뿜', '달걀', '뿜뿜', '토마토', '그', '슬럿']"
1931,만개의레시피 10K Recipe ,356000000,냉동만두의 앤드게임 😍😍😍😍 만두계란전 ★ [만개의레시피],-341 days +07:27:27.479470000,1776,3800,1,341,3,냉동 만두 앤드 게임 만두 계란 전,"['냉동', '만두', '앤드', '게임', '만두', '계란', '전']"
1932,만개의레시피 10K Recipe ,356000000,TV요리) 안쪽까지 포옥 익혀 포슬포슬한 차승원의 감자채볶음 ★ [만개의레시피],-341 days +07:27:27.479470000,1705,3500,1,341,3,요리 안쪽 까지 포옥 익히다 포슬포슬 한 차승원 감자 채 볶음,"['요리', '안쪽', '포옥', '차승원', '감자', '채', '볶음']"
1933,만개의레시피 10K Recipe ,356000000,아삭아삭한 오이고추가 된장의 조합 ★ 오이고추된장무침 [만개의레시피],-342 days +07:27:27.479470000,2348,6600,1,342,3,아삭아삭 한 오이 고추가 된장 조합 오이 고추 된장 무치다,"['오이', '고추가', '된장', '조합', '오이', '고추', '된장', '무치']"
1934,만개의레시피 10K Recipe ,356000000,불닭소스의 매운맛이 이젠 만듀까지??? 불닭만두교자 ★ [만개의레시피],-342 days +07:27:27.478466000,1398,2000,0,342,3,불닭 소스 맵다 맛 젠 만듀 까지 불닭 두 교자,"['불닭', '소스', '맛', '젠', '만듀', '불닭', '두', '교자']"
